"Project","Decompiler","Class","isDecompilable","distanceToOriginal","isRecompilable","passTests"
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/splitmap/TransformedSplitMap",TRUE,67,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/SplitMapUtils",TRUE,154,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/ResettableListIterator",TRUE,2,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMap",TRUE,56,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/MultiValuedHashMap",TRUE,348,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/AbstractListValuedMap",TRUE,739,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/TransformedMultiValuedMap",TRUE,98,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/AbstractSetValuedMap",TRUE,302,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/AbstractMultiValuedMapDecorator",TRUE,23,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/MultiValuedLinkedHashMap",TRUE,348,TRUE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/multimap/AbstractMultiValuedMap",TRUE,2063,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/UnmodifiableCollection",TRUE,36,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/PredicatedCollection",TRUE,77,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/CompositeCollection",TRUE,309,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/IndexedCollection",TRUE,145,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/TransformedCollection",TRUE,77,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/UnmodifiableBoundedCollection",TRUE,55,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/SynchronizedCollection",TRUE,375,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/collection/AbstractCollectionDecorator",TRUE,43,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/SetUtils",TRUE,84,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/ListUtils",TRUE,529,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/IterableSortedMap",TRUE,4,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/HashedMap",TRUE,35,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractSortedMapDecorator",TRUE,70,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/StaticBucketMap",TRUE,1370,TRUE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractInputCheckedMapDecorator",TRUE,315,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/Flat3Map",TRUE,1370,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/TransformedMap",TRUE,75,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/ReferenceMap",TRUE,40,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/LazySortedMap",TRUE,47,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractReferenceMap",TRUE,1807,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/EntrySetToMapIteratorAdapter",TRUE,12,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractHashedMap",TRUE,1312,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/ListOrderedMap",TRUE,1463,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractOrderedMapDecorator",TRUE,44,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractIterableMap",TRUE,4,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/PredicatedMap",TRUE,78,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/ReferenceIdentityMap",TRUE,50,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/LazyMap",TRUE,39,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/MultiValueMap",TRUE,854,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/MultiKeyMap",TRUE,658,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/CaseInsensitiveMap",TRUE,38,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/UnmodifiableSortedMap",TRUE,71,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/UnmodifiableEntrySet",TRUE,294,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/TransformedSortedMap",TRUE,44,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/LinkedMap",TRUE,261,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/UnmodifiableMap",TRUE,53,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/FixedSizeSortedMap",TRUE,59,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/PassiveExpiringMap",TRUE,144,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/LRUMap",TRUE,332,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractLinkedMap",TRUE,544,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/CompositeMap",TRUE,205,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/SingletonMap",TRUE,399,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/DefaultedMap",TRUE,46,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/FixedSizeMap",TRUE,66,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/UnmodifiableOrderedMap",TRUE,75,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/PredicatedSortedMap",TRUE,34,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/map/AbstractMapDecorator",TRUE,30,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/IterableMap",TRUE,4,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/ArrayStack",TRUE,23,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/BoundedMap",TRUE,4,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/Transformer",TRUE,6,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/DefaultEquator",TRUE,19,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/StringValueTransformer",TRUE,12,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/FactoryTransformer",TRUE,14,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ChainedTransformer",TRUE,46,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/PredicateDecorator",TRUE,2,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NotPredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/AnyPredicate",TRUE,47,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/MapTransformer",TRUE,14,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NullIsFalsePredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NOPTransformer",TRUE,12,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/PrototypeFactory",TRUE,214,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NullIsExceptionPredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/CatchAndRethrowClosure",TRUE,7,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/AbstractQuantifierPredicate",TRUE,3,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/SwitchTransformer",TRUE,61,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/WhileClosure",TRUE,15,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/IdentityPredicate",TRUE,13,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/FalsePredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ExceptionPredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/CloneTransformer",TRUE,12,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/PredicateTransformer",TRUE,20,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/TransformedPredicate",TRUE,15,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/IfTransformer",TRUE,28,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/AllPredicate",TRUE,43,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NOPClosure",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/InstanceofPredicate",TRUE,4,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/EqualPredicate",TRUE,22,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ExceptionTransformer",TRUE,16,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NotNullPredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/TransformerPredicate",TRUE,10,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/IfClosure",TRUE,22,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/SwitchClosure",TRUE,53,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/TransformerClosure",TRUE,9,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NonePredicate",TRUE,43,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ClosureTransformer",TRUE,10,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NullPredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/FunctorUtils",TRUE,125,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/OrPredicate",TRUE,15,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/AndPredicate",TRUE,15,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/NullIsTruePredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ConstantTransformer",TRUE,36,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/OnePredicate",TRUE,45,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ComparatorPredicate",TRUE,235,TRUE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/InstantiateFactory",TRUE,32,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ForClosure",TRUE,14,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ConstantFactory",TRUE,17,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/UniquePredicate",TRUE,10,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ExceptionFactory",TRUE,10,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ExceptionClosure",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/InvokerTransformer",TRUE,99,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/InstantiateTransformer",TRUE,48,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/ChainedClosure",TRUE,65,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/functors/TruePredicate",TRUE,11,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/Factory",TRUE,3,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/AbstractBitwiseTrie",TRUE,99,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/analyzer/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/analyzer/StringKeyAnalyzer",TRUE,191,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/AbstractPatriciaTrie",TRUE,5547,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/KeyAnalyzer",TRUE,35,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/UnmodifiableTrie",TRUE,108,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/trie/PatriciaTrie",TRUE,94,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/OrderedIterator",TRUE,3,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/KeyValue",TRUE,7,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/BoundedCollection",TRUE,2,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/SortedBidiMap",TRUE,4,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/SortedBag",TRUE,4,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/FunctorException",TRUE,5,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/Put",TRUE,6,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/Closure",TRUE,3,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/Trie",TRUE,5,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/OrderedMapIterator",TRUE,5,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/ReplacementsHandler",TRUE,2,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/package-info",TRUE,0,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/ReplacementsFinder",TRUE,24,TRUE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/EditScript",TRUE,46,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/InsertCommand",TRUE,6,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/KeepCommand",TRUE,6,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/SequencesComparator",TRUE,72,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/CommandVisitor",TRUE,5,FALSE,NA
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/DeleteCommand",TRUE,6,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/sequence/EditCommand",TRUE,6,FALSE,FALSE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/EnumerationUtils",TRUE,5,TRUE,TRUE
"commons-collections","Jode-1.1.2-pre1","org/apache/commons/collections4/MapUtils",TRUE,838,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/DefaultKeyValue",TRUE,131,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/AbstractKeyValue",TRUE,36,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/TiedMapEntry",TRUE,141,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/MultiKey",TRUE,286,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/AbstractMapEntryDecorator",TRUE,38,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/UnmodifiableMapEntry",TRUE,17,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/AbstractMapEntry",TRUE,118,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/keyvalue/DefaultMapEntry",TRUE,13,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/TransformedSortedSet",TRUE,140,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/set/TransformedSet",TRUE,56,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/CompositeSet",TRUE,653,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/AbstractSetDecorator",TRUE,9,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/PredicatedSet",TRUE,15,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/set/MapBackedSet",TRUE,139,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/set/PredicatedSortedSet",TRUE,106,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/AbstractSerializableSetDecorator",TRUE,16,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/UnmodifiableSortedSet",TRUE,111,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/AbstractSortedSetDecorator",TRUE,51,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/set/UnmodifiableSet",TRUE,44,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/set/ListOrderedSet",TRUE,399,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/ResettableIterator",TRUE,3,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/bag/PredicatedBag",TRUE,50,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/AbstractSortedBagDecorator",TRUE,30,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/TreeBag",TRUE,77,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/SynchronizedSortedBag",TRUE,165,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/TransformedSortedBag",TRUE,76,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/PredicatedSortedBag",TRUE,39,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/bag/AbstractBagDecorator",TRUE,40,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/CollectionSortedBag",TRUE,184,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/HashBag",TRUE,17,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/TransformedBag",TRUE,103,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/UnmodifiableBag",TRUE,94,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/AbstractMapBag",TRUE,1067,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/CollectionBag",TRUE,184,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/SynchronizedBag",TRUE,261,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/bag/UnmodifiableSortedBag",TRUE,82,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/TrieUtils",TRUE,6,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/ComparatorUtils",TRUE,142,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/BidiMap",TRUE,10,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/MultiMapUtils",TRUE,170,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/Get",TRUE,8,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/NullComparator",TRUE,62,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/ComparatorChain",TRUE,347,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/ReverseComparator",TRUE,46,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/BooleanComparator",TRUE,96,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/TransformingComparator",TRUE,154,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/ComparableComparator",TRUE,67,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/comparators/FixedOrderComparator",TRUE,505,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/AbstractSerializableListDecorator",TRUE,16,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/GrowthList",TRUE,56,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/list/AbstractListDecorator",TRUE,75,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/list/UnmodifiableList",TRUE,98,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/list/PredicatedList",TRUE,169,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/FixedSizeList",TRUE,149,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/TransformedList",TRUE,225,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/CursorableLinkedList",TRUE,601,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/NodeCachingLinkedList",TRUE,190,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/TreeList",TRUE,2311,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/SetUniqueList",TRUE,480,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/AbstractLinkedList",TRUE,1871,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/list/LazyList",TRUE,122,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/ListValuedMap",TRUE,6,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/PredicateUtils",TRUE,205,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/MultiMap",TRUE,10,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/MapIterator",TRUE,11,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/IterableGet",TRUE,5,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/QueueUtils",TRUE,28,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/Bag",TRUE,11,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/FactoryUtils",TRUE,22,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/MultiValuedMap",TRUE,20,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/EnumerationIterator",TRUE,57,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/PushbackIterator",TRUE,63,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/LoopingIterator",TRUE,43,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/ReverseListIterator",TRUE,99,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/AbstractUntypedIteratorDecorator",TRUE,17,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/CollatingIterator",TRUE,448,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/PeekingIterator",TRUE,157,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/EmptyMapIterator",TRUE,21,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/package-info",FALSE,NA,FALSE,NA
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/FilterIterator",TRUE,135,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/IteratorEnumeration",TRUE,14,FALSE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/EmptyOrderedMapIterator",TRUE,21,TRUE,TRUE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/EmptyIterator",TRUE,114,TRUE,FALSE
"commons-collections","Krakatau","org/apache/commons/collections4/iterators/ArrayListIterator",TRUE,94,FALSE,FALSE
